Site Name,Site Address,Town,State,Postcode,24 Hours,98 Octane,Diesel,LPG,E10,Shell Low Aromatic,95 Octane,98 Octane,Premium Diesel,Diesel E10,Adblue At the  Pump,"Adblue 
10L",Truckstop,Carwash,Toilets,Latitude,Longitude
COLES EXPRESS CRAIGIEBURN,HANSON RD & CRAIGIEBURN RD WEST,CRAIGIEBURN,VIC,3064,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.59868436,144.9380207
COLES EXPRESS CRANBOURNE,1120 CRANBOURNE FRANKSTON RD,CRANBOURNE,VIC,3977,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,-38.112033,145.2706166
COLES EXPRESS CRESWICK,18-20 CLUNES ROAD,CRESWICK,VIC,3363,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.3946381,143.8762178
COLES EXPRESS CROYDON,168 MOUNT DANDENONG RD,CROYDON,VIC,3136,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.79946416,145.2786362
COLES EXPRESS DALTON ROAD,27 SPENCER ST (CNR DALTON RD),THOMASTOWN,VIC,3074,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,-37.6845229,145.029285
COLES EXPRESS DANDENONG,51-65 CHELTENHAM RD,DANDENONG,VIC,3175,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,-37.9907055,145.2083069
COLES EXPRESS DANDENONG NORTH,166 STUD RD (CNR HEATHERTON),DANDENONG,VIC,3175,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,-37.97108136,145.2234032
COLES EXPRESS DAYLESFORD,47 RAGLAN STREET,DAYLESFORD,VIC,3460,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-37.33957651,144.146854
COLES EXPRESS DEBORAH REEF,198 HIGH ST (CNR HONEYSUCKLE ST),BENDIGO,VIC,3550,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,-36.76550883,144.2682875
COLES EXPRESS DINGLEY,"BOUNDARY ROAD, BRAESIDE",DINGLEY,VIC,3172,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-37.97225468,145.111883
COLES EXPRESS DONCASTER,551-557 DONCASTER RD,DONCASTER,VIC,3108,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,-37.78778421,145.1197511
COLES EXPRESS DONCASTER EAST,BLACKBURN RD & REYNOLDS RD,DONCASTER EAST,VIC,3109,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,-37.76343327,145.16661
COLES EXPRESS EAST MELBOURNE,1181 HODDLE (CNR GIPPS STREETS),EAST MELBOURNE,VIC,3002,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,-37.81354806,144.9906036
COLES EXPRESS EAST PRESTON,1-5 MURRAY ROAD,PRESTON,VIC,3072,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.74131823,145.0303677
COLES EXPRESS ECHUCA,OGILVIE AVE & PREMIER STREET,ECHUCA,VIC,3564,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,-36.14054906,144.7484985
COLES EXPRESS EDEN RISE,"EDEN RISE SHOPPING CENTRE, CNR CLYDE & OSHEAS RDS",BERWICK,VIC,3806,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-38.03091721,145.346118
COLES EXPRESS ELTHAM,MAIN RD & MT PLEASANT RD,ELTHAM,VIC,3095,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.72767319,145.1465667
COLES EXPRESS EMERALD (VIC),336-338 BELGRAVE-GEMBROOK RD,EMERALD,VIC,3782,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.93212875,145.4384804
COLES EXPRESS ENDEAVOUR HILLS,HEATHERTON & HALLAM NORTH ROADS,ENDEAVOUR HILLS,VIC,3802,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.98146347,145.3104343
COLES EXPRESS EPPING,511 HIGH ST,Epping,VIC,3076,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,-37.65918719,145.0188135
COLES EXPRESS ESSENDON,249 KEILOR ROAD (CNR GILBERTSON STREET),ESSENDON NORTH,VIC,3041,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,-37.73947391,144.8978554
COLES EXPRESS EUROA,167 TARCOMBE ST,EUROA,VIC,3666,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,-36.74334679,145.5916761
COLES EXPRESS FAIRFIELD (VIC),HEIDELBERG RD & RATHMINE ST,FAIRFIELD,VIC,3078,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.7836811,145.0150969
COLES EXPRESS FAWKNER,1182 SYDNEY ROAD,FAWKNER,VIC,3060,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,-37.7086568,144.9616586
COLES EXPRESS FERNTREE GULLY,1140 BURWOOD HWY,FERNTREE GULLY,VIC,3156,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,-37.8908312,145.2999617
COLES EXPRESS FITZROY,75-81 ALEXANDRA PDE (CNR RAE ST),CLIFTON HILL,VIC,3068,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-37.79300157,144.9783607
COLES EXPRESS FLEMINGTON,SMITHFIELD ROAD,KENSINGTON,VIC,3031,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-37.7914952,144.9193908
COLES EXPRESS FOOTSCRAY,CNR FOOTSCRAY RD (11-17 NAPIER ST) & MORELAND ST,FOOTSCRAY,VIC,3012,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,-37.81462197,144.8456261
COLES EXPRESS FOREST HILL,397 SPRINGVALE RD,FOREST HILL,VIC,3131,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.84046906,145.1716935
COLES EXPRESS FOREST HILL CHASE,260 CANTERBURY ROAD (CNR GLEBE ST),FOREST HILL,VIC,3131,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,-37.83388031,145.1643319
COLES EXPRESS FOUNTAIN GATE,PRINCES HWY & LAUDERDALE RD,NARRE WARREN,VIC,3805,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,-38.02696742,145.3103283
COLES EXPRESS FRANKSTON,413 NEPEAN HIGHWAY (CNR BEACH STREET),FRANKSTON,VIC,3199,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,-38.14021094,145.1225005
COLES EXPRESS GARDENVALE,191 NEPEAN HIGHWAY,GARDENVALE,VIC,3185,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,Y,Y,-37.89629268,145.0055913
COLES EXPRESS GEELONG,452-460 MOORABOOL ST,GEELONG,VIC,3220,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,-38.16090992,144.3540759
COLES EXPRESS GEELONG NORTH,247 MELBOURNE ROAD,GEELONG NORTH,VIC,3215,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-38.11766499,144.3540715
COLES EXPRESS GEELONG WEST,21-25 CHURCH STREET,GEELONG WEST,VIC,3218,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-38.13227075,144.3489838
COLES EXPRESS GLADSTONE PARK,212 MICKLEHAM RD,GLADSTONE PARK,VIC,3043,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.68683651,144.8832759
COLES EXPRESS GLEN WAVERLEY,615-621 FERNTREE GULLY ROAD,GLEN WAVERLEY,VIC,3150,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.90340378,145.1608608
COLES EXPRESS GLENROY,213 GLENROY RD,GLENROY,VIC,3046,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,-37.70644548,144.9164898
COLES EXPRESS GLENVERN,MALVERN & GLENFERRIE ROADS,MALVERN,VIC,3144,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,-37.85161024,145.0300534
COLES EXPRESS GREENSBOROUGH,140-146 MAIN STREET (CNR JOYCE AVENUE),GREENSBOROUGH,VIC,3088,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-37.70127206,145.10699
COLES EXPRESS HALLAM,206 PRINCES HIGHWAY,HALLAM,VIC,3803,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-38.00573962,145.2708431
COLES EXPRESS HAMILTON,161 THOMPSON ST,HAMILTON,VIC,3300,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-37.74215188,142.0218057
COLES EXPRESS HAMPTON,514-516 BLUFF ROAD,HAMPTON,VIC,3188,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.93690615,145.0243485
COLES EXPRESS HAMPTON PARK,SOUTH GIPPSLAND HIGHWAY,HAMPTON PARK,VIC,3976,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,-38.05770172,145.2624928
COLES EXPRESS HASTINGS,152 HIGH ST,HASTINGS,VIC,3915,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,-38.30726813,145.1831799
COLES EXPRESS HEALESVILLE,123 MAROONDAH HWY & HARKER ST,HEALESVILLE,VIC,3777,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.65699997,145.5110651
COLES EXPRESS HEATHERTON ROAD,370 HEATHERTON RD,NARRE WARREN NORTH,VIC,3805,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,-37.98163455,145.3107845
COLES EXPRESS HERITAGE SPRINGS,CNR MCGREGOR ROAD AND LIVINGSTONE BOULEVARDE,PAKENHAM SOUTH,VIC,3810,N,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,-38.08461782,145.4725027
COLES EXPRESS HIGHTON,12 BARRABOOL ROAD,HIGHTON,VIC,3216,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-38.16958293,144.3274924
COLES EXPRESS HOLMES STREET,54 HOLMES STREET,BRUNSWICK EAST,VIC,3057,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.75906098,144.9747469
COLES EXPRESS HOPPERS CROSSING,260 DERRIMUT RD (CNR HOGANS RD),HOPPERS CROSSING,VIC,3029,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,-37.86278488,144.6852656
COLES EXPRESS HORSHAM,CNR DIMBOOLA RD & DAVID ST,HORSHAM,VIC,3400,N,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,N,Y,-36.70791509,142.1985024
COLES EXPRESS JACANA,945-957 PASCOE VALE ROAD,BROADMEADOWS,VIC,3047,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.6929461,144.9150954
COLES EXPRESS KEILOR,664-668 OLD CALDER HWY & HUNTER ST,KEILOR,VIC,3036,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-37.72021514,144.8366798
COLES EXPRESS KERANG,57-59 WELLINGTON ST,KERANG,VIC,3579,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-35.73482583,143.9194339
COLES EXPRESS KEW,BURKE & BARKERS ROADS,KEW,VIC,3102,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,-37.81737265,145.0593563
COLES EXPRESS KNOX PARK,1662-1664 FERNTREE GULLY RD (OPP SCORESBY RD),KNOXFIELD,VIC,3179,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,-37.90425522,145.2203982
COLES EXPRESS KNOXFIELD,1370 FERNTREE GULLY RD,KNOXFIELD,VIC,3180,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,-37.89959591,145.2339149
COLES EXPRESS KOONUNG,187-193 HIGH ST (CNR MANNINGHAM RD),UPPER TEMPLESTOWE,VIC,3108,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-37.78657831,145.1210331
COLES EXPRESS LANG LANG,4655 SOUTH GIPPSLAND HIGHWAY,LANG LANG,VIC,3984,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-38.25764759,145.5510684
COLES EXPRESS LANGWARRIN,CRANBOURNE & WARRANDYTE ROADS,LANGWARRIN,VIC,3910,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-38.1522132,145.1911168
COLES EXPRESS LATROBE TERRACE,202-210 LATROBE TCE,GEELONG WEST,VIC,3218,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-38.14405673,144.35296
COLES EXPRESS LAVERTON,26 AILSA STREET SOUTH,LAVERTON,VIC,3028,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,-37.86927999,144.7621547
COLES EXPRESS LAVERTON NORTH,2 LITTLE BOUNDRY RD (CRN PRINCES HWY),LAVERTON NORTH,VIC,3026,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,-37.82330746,144.8254784
COLES EXPRESS LILYDALE,469 MAROONDAH HIGHWAY,LILYDALE,VIC,3140,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,-37.75324178,145.3651356
COLES EXPRESS LYNDHURST,210 WESTERN PORT HIGHWAY,LYNDHURST,VIC,3975,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,Y,N,Y,-38.04889782,145.2451615
COLES EXPRESS MACLEOD,230 GREENSBOROUGH RD (CNR YALLAMBIE RD),MACLEOD,VIC,3085,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.71946748,145.0811451
COLES EXPRESS MALVERN,763-779 DANDENONG ROAD,MALVERN,VIC,3144,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-37.86902803,145.0334919
COLES EXPRESS MARYBOROUGH,47-49 HIGH STREET,MARYBOROUGH,VIC,3465,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-37.04870158,143.7342962
COLES EXPRESS MELTON,418 HIGH STREET (CNR O'NEILLS RD),MELTON,VIC,3337,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,-37.68297442,144.5804685
COLES EXPRESS MELTON SOUTH,STATION ST & BROOKLYN RD,MELTON SOUTH,VIC,3338,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,-37.70262968,144.5716277
COLES EXPRESS MENTONE,105-107 NEPEAN HWY (CNR WARRRRIGAL RD),MENTONE,VIC,3194,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.98195379,145.071298
COLES EXPRESS MERNDA,1444 PLENTY RD,MERNDA,VIC,3754,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-37.6001231,145.0965989
COLES EXPRESS MILL PARK,PLENTY RD & UNIVERSITY DVE,MILL PARK,VIC,3082,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.65799498,145.0771232
COLES EXPRESS MOORABBIN,422 SOUTH ROAD (CNR LINTON STREET),MOORABBIN,VIC,3189,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,-37.93415164,145.0431566
COLES EXPRESS MOOROODUC,820 MOOROODUC RD,MOOROODUC,VIC,3933,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-38.27056302,145.0709359
COLES EXPRESS MOOROOPNA,107-123 ECHUCA RD,MOOROOPNA,VIC,3929,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,-36.38386987,145.3531321
COLES EXPRESS MORDIALLOC,210 BOUNDARY ROAD,MORDIALLOC,VIC,3195,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,Y,-37.99395392,145.1067703
COLES EXPRESS MORNINGTON,1010 - 1012 NEPEAN HIGHWAY,MORNINGTON,VIC,3931,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-38.22725883,145.0486209
COLES EXPRESS MOUNT WAVERLEY,260 STEPHENSONS RD & WAIMARIE DR,MOUNT WAVERLEY,VIC,3149,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.87684848,145.1287875
COLES EXPRESS MULGRAVE,POLICE & JACKSONS ROADS,MULGRAVE,VIC,3174,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-37.93769673,145.1926164
COLES EXPRESS NARRE WARREN,473-477 PRINCES HWY,NARRE WARREN,VIC,3805,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-38.02591613,145.3053716
COLES EXPRESS NARRE WARREN NTH,155-171 NARRE WARREN NORTH ROAD,NARRE WARREN NORTH,VIC,3804,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-38.01019717,145.3093865
COLES EXPRESS NORLANE,468 MELBOURNE ROAD,NORLANE,VIC,3214,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-38.10000809,144.3545144
COLES EXPRESS NUNAWADING,WHITEHORSE RD & SPRINGVALE RD,NUNAWADING,VIC,3131,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-37.81838206,145.1761072
COLES EXPRESS OAKLEIGH,1388 DANDENONG RD,OAKLEIGH,VIC,3166,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-37.89311751,145.0886916
COLES EXPRESS ORMOND,423 NORTH ROAD,ORMOND,VIC,3204,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.90316455,145.0364212
COLES EXPRESS PAKENHAM,885 PRINCESS HIGHWAY,PAKENHAM,VIC,3810,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,-38.06194524,145.4590449
COLES EXPRESS PENINSULA GATEWAY,227 FRANKSTON FLINDERS RD,FRANKSTON,VIC,3199,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-38.17422596,145.139997
COLES EXPRESS PLEASANT CORNER,1319 STURT & PLEASANT ST,BALLARAT,VIC,3350,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-37.55985663,143.8389661
COLES EXPRESS PONDEROSA,465-469 RAGLAN ST,WARRNAMBOOL,VIC,3280,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-38.38369697,142.4912514
COLES EXPRESS PRESTON,BELL & STOTT STREETS,PRESTON,VIC,3072,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-37.74440326,144.9945024
COLES EXPRESS RESERVOIR (VIC),192-202 BROADWAY ST,RESERVOIR,VIC,3073,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,-37.71700211,145.01249
COLES EXPRESS RICHMOND,399-411 PUNT ROAD,RICHMOND,VIC,3121,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.826518,144.988852
COLES EXPRESS RINGWOOD,5-11 MOUNT DANDENONG RD,RINGWOOD,VIC,3134,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.81106361,145.2381904
COLES EXPRESS RINGWOOD EAST,521 MAROONDAH HWY & OBAN RD,RINGWOOD EAST,VIC,3135,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.79786007,145.253906
COLES EXPRESS ROSANNA,LOWER PLENTY RD & TURNHAM AVE,ROSANNA,VIC,3084,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,-37.74456249,145.0670027
COLES EXPRESS ROWVILLE,CNR WELLINGTON RD & NAPOLEON RD,ROWVILLE,VIC,3178,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,Y,-37.92888545,145.2649907
COLES EXPRESS SALE,215-223 YORK ST (CNR MACARTHUR ST),SALE,VIC,3850,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-38.10509032,147.0681806
COLES EXPRESS SHEPPARTON,532 WYNDHAM ST,SHEPPARTON,VIC,3630,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-36.39059833,145.3972941
COLES EXPRESS SOMERVILLE,1045 FRANKSTON-FLINDERS ROAD,SOMERVILLE,VIC,3912,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-38.22273382,145.1751731
COLES EXPRESS SOUTH MORANG,MCDONALDS RD,SOUTH MORANG,VIC,3752,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,-37.65010619,145.0776832
COLES EXPRESS SOUTH YARRA,325 TOORAK RD & TIVOLI RD,SOUTH YARRA,VIC,3141,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,-37.83979996,144.9981172
COLES EXPRESS SPOTSWOOD,632-642 MELBOURNE ROAD,SPOTSWOOD,VIC,3015,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-37.82763679,144.8814425
COLES EXPRESS ST ALBANS,STATION RD & MAIN RD WEST,ST ALBANS,VIC,3021,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.74196343,144.779536
COLES EXPRESS ST KILDA,126-134 BARKLY STREET,ST KILDA,VIC,3182,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,-37.86567979,144.9818988
COLES EXPRESS SUNBURY,MACEDON RD & HORNE STREET,SUNBURY,VIC,3429,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-37.58090527,144.7248974
COLES EXPRESS SUNSHINE,390 BALLARAT ROAD,SUNSHINE,VIC,3020,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,-37.77840344,144.8443153
COLES EXPRESS SURREY HILLS,260 CANTERBURY RD & REDVERS ST,SURREY HILLS,VIC,3127,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.82486213,145.0881852
COLES EXPRESS TARNEIT,380 SAYERS ROAD,TARNEIT,VIC,3029,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,Y,-37.85021669,144.704941
COLES EXPRESS TAYLORS HILL,127 GOURLAY ROAD,Taylors Hill Vic,VIC,3037,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,-37.7142355,144.7399941
COLES EXPRESS TAYLORS LAKES,CNR KINGS WAY & KEILOR-MELTON RD,TAYLORS LAKES,VIC,3038,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,-37.69742757,144.7811277
COLES EXPRESS TEMPLESTOWE,87-91 PORTER ST (CNR FITZSIMONS LANE),TEMPLESTOWE,VIC,3106,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.74595235,145.1362211
COLES EXPRESS TOOTGAROOK,"1807 - 1833 POINT NEPEAN ROAD, (NEAR CNR POINT NEPEAN AND TRUEMANS RD)",TOOTGAROOK,VIC,3941,N,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,-38.37705036,144.858686
COLES EXPRESS TRAFALGAR,CNR MC CROREY ST & PRINCES HIGHWAY,TRAFALGAR,VIC,3824,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,-38.20678677,146.1605889
COLES EXPRESS TRARALGON,PRINCES HIGHWAY,TRARALGON,VIC,3844,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,Y,-38.19101752,146.5601022
COLES EXPRESS TULLAMARINE,175 - 183 MICKLEHAM RD,TULLAMARINE,VIC,3043,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,-37.68828177,144.8827692
COLES EXPRESS VERMONT,385-389 CANTERBURY RD (CNR HEATHERDALE RD),RINGWOOD,VIC,3134,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-37.83236165,145.2133008
COLES EXPRESS VERMONT SOUTH,602-604 BURWOOD HWY,VERMONT SOUTH,VIC,3133,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-37.85963791,145.1949706
COLES EXPRESS VERMONT SOUTH S/C,493 BURWOOD HWY,VERMONT SOUTH,VIC,3133,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.856252,145.1816022
COLES EXPRESS WANGARATTA,CNR CLEMENT ST & PARFITT RD,WANGARATTA,VIC,3677,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-36.35255228,146.3314374
COLES EXPRESS WANTIRNA SOUTH,435 STUD ROAD (CORNER OF HIGH STREET ROAD),WANTIRNA SOUTH,VIC,3152,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.87702625,145.2328671
COLES EXPRESS WARRANDYTE SOUTH,482 WARRANDYTE-RINGWOOD RD,WARRANDYTE SOUTH,VIC,3134,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,-37.76021997,145.2340324
COLES EXPRESS WARRENHEIP,9389 WESTERN HIGHWAY,WARRENHEIP,VIC,3352,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,-37.56474432,143.934573
COLES EXPRESS WARRIGAL ROAD,420 WARRIGAL RD,MOORABBIN,VIC,3189,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,-37.94433158,145.078513
COLES EXPRESS WARRNAMBOOL,1076 RAGLAN PARADE,WARRNAMBOOL,VIC,3280,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,-38.36229359,142.4569302
COLES EXPRESS WERRIBEE PARK,137-139 PRINCES HIGHWAY,WERRIBEE,VIC,3030,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.89311896,144.6809209
COLES EXPRESS WINDSOR (VIC),147-161 DANDENONG RD (CNR CHAPEL ST),WINDSOR,VIC,3181,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,-37.85753839,144.9923657
COLES EXPRESS WODONGA,87 ELGIN ST,WODONGA,VIC,3690,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-36.11923871,146.8790082
COLES EXPRESS WOOLPAK,MCIVOR RD & KENNEDY ST,BENDIGO,VIC,3550,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,-36.75728968,144.2917443
DIAMOND CREEK SERVICE STATION,CHUTE & DIAMOND STREETS,DIAMOND CREEK,VIC,3089,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,-37.67308556,145.1524243
DILLONS SERVICE STATION,BROMFIELD ST,COLAC,VIC,3250,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,-38.34099252,143.5878149
DOWSON'S SERVICE STATION,307 WHITE RD,WONTHAGGI,VIC,3995,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,-38.58807257,145.5792067
EAST END SERVO,CNR EUREKA STREET & PYRENEES HWY,CHEWTON,VIC,3451,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,-37.07790392,144.2484043
EUROKA SERVICE STATION,134 GEORGE ST,MORWELL,VIC,3840,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,-38.23910298,146.399596
G V HIGHWAY GARAGE,GOULBURN VALLEY HWY,MURCHISON,VIC,3610,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,-36.63128149,145.2403369
HALLS GAP,GRAMPIANS ROAD,HALLS GAP,VIC,3381,N,N,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,-37.15137033,142.5256223
